Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Final_Score,Predikat,Kelompok_Jam_Belajar,Kelompok_Kehadiran,Kelompok_Stres
22,Male,8.46,76.6,6.9,3.6,4.1,3.79,No,Online,Average,Good,Yes,1,High,4.3,99.54,Sangat Baik (>90),> 8 jam,70-80%,Sedang (3-5)
23,Male,2.66,95.0,6.9,6.2,5.5,2.89,No,Hybrid,Average,Average,No,1,High,4.3,55.55,Kurang (<60),2-4 jam,>90%,Tinggi (5-7)
18,Female,4.85,100.0,8.7,8.2,1.5,2.82,Yes,Hybrid,Good,Good,No,1,Low,4.9,90.06,Sangat Baik (>90),4-6 jam,>90%,Sangat Tinggi (7-10)
18,Female,3.71,68.7,6.1,1.0,2.9,2.92,Yes,Offline,Average,Excellent,Yes,1,Middle,4.7,80.66,Baik (75-90),2-4 jam,60-70%,Rendah (1-3)
19,Male,6.02,98.4,7.8,1.0,4.7,2.93,Yes,Hybrid,Average,Good,Yes,3,Middle,1.6,94.55,Sangat Baik (>90),6-8 jam,>90%,Rendah (1-3)
20,Female,3.38,84.5,5.7,6.4,3.9,3.18,No,Hybrid,Good,Excellent,Yes,3,Middle,5.3,85.36,Baik (75-90),2-4 jam,80-90%,Tinggi (5-7)
17,Male,4.79,88.1,8.2,5.0,4.4,3.01,Yes,Online,Poor,Average,Yes,3,High,3.3,80.25,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
17,Female,5.79,65.3,10.0,7.7,5.7,3.19,No,Online,Average,Excellent,Yes,2,Middle,3.3,96.45,Sangat Baik (>90),4-6 jam,60-70%,Sangat Tinggi (7-10)
19,Female,4.01,88.3,10.0,7.8,3.8,2.88,Yes,Offline,Good,Average,No,2,Low,6.5,66.88,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
23,Female,4.7,79.3,8.7,3.1,0.5,1.61,Yes,Online,Poor,Poor,No,0,Middle,4.5,60.96,Cukup (60-75),4-6 jam,70-80%,Sedang (3-5)
18,Female,4.58,78.5,7.5,4.8,3.9,2.82,Yes,Hybrid,Poor,Excellent,No,2,Middle,3.4,86.99,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
23,Female,6.02,77.1,7.1,5.5,2.9,2.69,No,Hybrid,Poor,Good,No,1,High,6.3,80.4,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
22,Female,6.22,77.6,7.1,3.1,4.9,2.29,Yes,Online,Average,Average,Yes,2,Middle,1.2,84.87,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
20,Female,6.46,77.2,7.6,6.7,2.5,3.04,Yes,Online,Poor,Excellent,Yes,0,High,6.8,80.51,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
19,Male,5.84,80.4,9.7,6.5,4.4,3.82,No,Offline,Poor,Good,No,2,High,1.3,97.25,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
17,Male,3.05,90.3,5.5,5.2,4.7,2.31,Yes,Online,Good,Excellent,No,1,Low,5.6,50.8,Kurang (<60),2-4 jam,>90%,Tinggi (5-7)
21,Male,4.19,75.1,6.6,5.5,4.8,2.9,No,Offline,Poor,Good,Yes,0,High,5.9,68.37,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
23,Female,6.0,100.0,5.4,3.3,5.7,3.25,No,Hybrid,Average,Good,Yes,1,Middle,5.1,86.97,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
18,Male,5.09,73.5,6.8,7.5,0.5,2.71,Yes,Offline,Good,Good,Yes,0,Middle,6.3,61.6,Cukup (60-75),4-6 jam,70-80%,Sangat Tinggi (7-10)
21,Male,6.68,80.5,6.3,7.9,2.5,3.56,Yes,Offline,Good,Average,Yes,5,Middle,3.9,92.89,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
22,Male,2.53,82.9,7.1,8.4,3.1,3.09,No,Offline,Average,Good,Yes,1,High,4.7,69.72,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
19,Male,3.26,77.3,5.8,5.2,3.0,2.67,No,Offline,Poor,Good,No,1,Middle,7.4,74.16,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
23,Female,3.35,75.1,6.7,3.8,3.4,2.6,No,Hybrid,Good,Poor,No,1,Middle,6.0,77.78,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
17,Female,5.57,50.8,6.3,6.0,4.7,2.77,No,Hybrid,Good,Average,Yes,2,Middle,6.3,82.07,Baik (75-90),4-6 jam,<60%,Tinggi (5-7)
23,Female,3.75,93.5,5.5,6.0,3.7,3.29,Yes,Hybrid,Poor,Average,No,1,Middle,3.9,81.87,Baik (75-90),2-4 jam,>90%,Tinggi (5-7)
20,Female,3.25,69.4,7.1,5.7,6.3,2.81,No,Offline,Average,Excellent,Yes,0,High,2.9,53.62,Kurang (<60),2-4 jam,60-70%,Tinggi (5-7)
24,Female,5.65,69.5,8.9,1.0,5.3,3.35,Yes,Online,Average,Good,No,2,High,5.4,92.63,Sangat Baik (>90),4-6 jam,60-70%,Rendah (1-3)
21,Female,4.19,61.6,5.2,6.0,5.2,3.06,No,Offline,Good,Good,No,0,Low,6.3,63.67,Cukup (60-75),4-6 jam,60-70%,Tinggi (5-7)
20,Male,2.89,79.1,4.0,6.0,4.4,2.49,No,Offline,Average,Excellent,No,0,Middle,6.8,51.42,Kurang (<60),2-4 jam,70-80%,Tinggi (5-7)
22,Female,5.79,69.6,7.3,7.3,1.7,3.02,No,Offline,Average,Good,Yes,2,Middle,3.0,92.82,Sangat Baik (>90),4-6 jam,60-70%,Sangat Tinggi (7-10)
17,Male,4.77,76.6,6.6,1.0,4.2,3.42,No,Hybrid,Average,Excellent,Yes,1,Middle,3.0,97.84,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
21,Male,5.93,91.8,6.9,7.6,3.6,3.02,No,Online,Average,Average,No,5,High,2.7,95.66,Sangat Baik (>90),4-6 jam,>90%,Sangat Tinggi (7-10)
22,Female,6.08,93.3,7.1,2.5,4.4,2.52,No,Online,Average,Average,Yes,3,Low,3.6,96.67,Sangat Baik (>90),6-8 jam,>90%,Rendah (1-3)
20,Male,3.82,89.0,6.0,5.8,3.5,3.7,Yes,Online,Average,Good,Yes,1,High,1.7,98.75,Sangat Baik (>90),2-4 jam,80-90%,Tinggi (5-7)
20,Male,4.41,82.0,6.0,5.6,5.6,3.01,No,Hybrid,Good,Good,Yes,0,Middle,4.9,92.94,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
24,Male,4.73,85.5,7.1,6.6,4.2,3.14,No,Online,Average,Excellent,No,1,Middle,8.1,74.93,Cukup (60-75),4-6 jam,80-90%,Tinggi (5-7)
21,Male,6.28,78.2,5.2,5.0,4.6,3.1,No,Online,Good,Good,Yes,3,Middle,2.9,92.98,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
17,Male,4.9,83.4,5.9,5.8,5.7,3.43,Yes,Offline,Average,Average,No,2,Low,1.6,89.67,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
20,Male,6.99,78.7,6.3,5.7,6.2,3.73,No,Offline,Average,Good,Yes,2,Middle,3.7,92.26,Sangat Baik (>90),6-8 jam,70-80%,Tinggi (5-7)
19,Female,3.91,66.7,7.5,8.1,3.7,2.64,Yes,Hybrid,Good,Good,Yes,0,Middle,5.8,70.84,Cukup (60-75),2-4 jam,60-70%,Sangat Tinggi (7-10)
24,Female,4.97,96.4,8.7,2.9,2.0,2.78,No,Hybrid,Good,Average,No,1,Middle,4.9,87.12,Baik (75-90),4-6 jam,>90%,Rendah (1-3)
22,Male,7.47,72.8,6.7,4.0,3.1,2.4,Yes,Online,Average,Good,Yes,2,Middle,6.2,92.72,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
21,Female,2.28,68.5,6.1,4.2,3.4,3.58,Yes,Online,Average,Excellent,No,0,Middle,6.8,66.33,Cukup (60-75),2-4 jam,60-70%,Sedang (3-5)
18,Male,2.54,78.5,7.5,6.9,4.7,2.63,No,Offline,Average,Excellent,No,0,Low,4.1,47.87,Kurang (<60),2-4 jam,70-80%,Tinggi (5-7)
18,Male,6.3,94.2,5.4,5.0,5.1,2.11,No,Offline,Average,Good,No,3,Middle,2.1,90.8,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
17,Male,6.42,81.0,5.8,2.4,4.2,4.0,Yes,Online,Average,Average,No,1,High,4.3,94.03,Sangat Baik (>90),6-8 jam,80-90%,Rendah (1-3)
19,Female,6.86,72.1,6.5,1.6,1.8,2.39,No,Offline,Average,Poor,Yes,3,Middle,3.1,93.73,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
20,Male,6.6,76.9,6.9,3.5,1.3,2.12,No,Hybrid,Poor,Good,No,3,Middle,6.2,90.54,Sangat Baik (>90),6-8 jam,70-80%,Sedang (3-5)
18,Female,6.96,97.3,6.8,1.0,2.4,3.4,No,Offline,Poor,Good,No,1,Low,2.2,96.4,Sangat Baik (>90),6-8 jam,>90%,Rendah (1-3)
17,Female,4.02,66.4,4.8,4.7,2.5,2.83,Yes,Hybrid,Average,Average,Yes,0,Low,7.0,67.35,Cukup (60-75),4-6 jam,60-70%,Sedang (3-5)
22,Female,5.01,69.3,7.2,4.7,3.1,3.39,Yes,Hybrid,Average,Average,Yes,4,Middle,2.4,99.11,Sangat Baik (>90),4-6 jam,60-70%,Sedang (3-5)
24,Female,6.05,62.6,7.4,5.1,5.8,3.55,Yes,Online,Average,Excellent,Yes,1,Middle,3.9,97.19,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
19,Female,2.65,82.6,6.1,7.9,5.6,3.4,No,Hybrid,Average,Excellent,Yes,1,High,4.5,63.87,Cukup (60-75),2-4 jam,80-90%,Sangat Tinggi (7-10)
19,Male,2.54,75.6,8.6,3.5,3.5,3.07,No,Offline,Average,Good,No,4,Middle,4.5,95.17,Sangat Baik (>90),2-4 jam,70-80%,Sedang (3-5)
23,Male,3.84,83.6,6.3,4.4,3.3,2.76,No,Online,Good,Average,Yes,3,Low,6.1,82.64,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
17,Female,6.87,84.7,7.0,6.3,5.0,2.79,Yes,Hybrid,Poor,Average,No,2,Middle,5.1,78.73,Baik (75-90),6-8 jam,80-90%,Tinggi (5-7)
17,Female,6.43,76.3,6.9,3.4,3.2,3.84,Yes,Online,Average,Average,Yes,3,Middle,7.0,87.61,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
23,Male,2.49,88.0,7.3,4.0,4.0,2.12,Yes,Offline,Good,Good,Yes,1,Middle,3.9,75.02,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
24,Male,3.89,79.4,5.8,4.6,4.8,3.21,No,Offline,Average,Average,Yes,3,High,4.8,79.88,Baik (75-90),2-4 jam,70-80%,Sedang (3-5)
20,Male,3.91,78.9,7.1,5.9,2.4,1.57,No,Hybrid,Average,Excellent,Yes,0,Low,6.9,65.24,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
17,Male,5.11,88.5,6.0,9.2,4.3,2.64,Yes,Offline,Good,Excellent,No,1,High,3.9,69.91,Cukup (60-75),4-6 jam,80-90%,Sangat Tinggi (7-10)
23,Male,5.34,83.5,5.8,5.2,4.1,2.44,No,Hybrid,Good,Average,No,0,Middle,3.9,92.49,Sangat Baik (>90),4-6 jam,80-90%,Tinggi (5-7)
20,Female,4.97,61.6,8.4,4.2,3.2,2.77,No,Offline,Average,Good,Yes,2,Middle,5.8,77.35,Baik (75-90),4-6 jam,60-70%,Sedang (3-5)
24,Female,3.2,54.1,5.3,4.7,2.0,3.29,No,Online,Good,Good,No,2,High,5.5,88.03,Baik (75-90),2-4 jam,<60%,Sedang (3-5)
20,Female,7.06,92.0,6.5,5.1,5.2,2.89,Yes,Hybrid,Good,Excellent,No,3,High,5.7,90.94,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
21,Female,6.95,73.8,5.0,2.7,3.8,3.0,No,Online,Average,Excellent,No,3,Low,2.9,87.18,Baik (75-90),6-8 jam,70-80%,Rendah (1-3)
19,Female,2.96,73.1,6.1,7.5,3.5,2.73,No,Hybrid,Average,Poor,No,1,Middle,5.2,78.95,Baik (75-90),2-4 jam,70-80%,Sangat Tinggi (7-10)
22,Male,4.64,84.4,5.9,6.5,5.4,2.53,No,Offline,Average,Average,No,1,Middle,2.5,82.59,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
19,Male,7.0,91.9,8.7,7.0,4.8,2.53,Yes,Online,Good,Good,No,2,Middle,3.0,88.01,Baik (75-90),6-8 jam,>90%,Sangat Tinggi (7-10)
19,Female,5.63,76.9,6.1,4.2,3.9,2.97,No,Online,Average,Good,Yes,1,Middle,3.9,87.92,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
21,Female,5.86,88.0,5.4,5.4,3.9,3.36,No,Offline,Poor,Average,Yes,2,Middle,6.0,85.04,Baik (75-90),4-6 jam,80-90%,Tinggi (5-7)
20,Male,4.12,66.8,4.2,5.2,1.6,2.42,No,Hybrid,Poor,Good,No,2,Low,7.1,55.49,Kurang (<60),4-6 jam,60-70%,Tinggi (5-7)
17,Male,2.9,57.2,6.5,6.4,5.2,3.75,No,Offline,Good,Average,No,1,Low,5.9,72.12,Cukup (60-75),2-4 jam,<60%,Tinggi (5-7)
21,Male,6.72,84.3,7.1,3.5,1.7,2.91,No,Offline,Average,Excellent,No,1,Middle,5.0,86.02,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
17,Male,8.34,74.6,6.2,8.5,4.1,3.23,No,Offline,Average,Poor,Yes,5,Middle,4.9,85.38,Baik (75-90),> 8 jam,70-80%,Sangat Tinggi (7-10)
21,Male,3.54,79.1,6.2,6.5,2.9,3.2,No,Online,Average,Good,No,2,Middle,4.0,76.32,Baik (75-90),2-4 jam,70-80%,Tinggi (5-7)
17,Female,7.53,91.5,6.0,5.7,5.0,2.95,Yes,Offline,Poor,Good,No,3,Middle,2.5,91.62,Sangat Baik (>90),6-8 jam,>90%,Tinggi (5-7)
18,Female,6.57,64.0,4.3,9.0,4.5,2.76,No,Hybrid,Poor,Average,No,2,Low,5.2,67.38,Cukup (60-75),6-8 jam,60-70%,Sangat Tinggi (7-10)
23,Male,3.76,100.0,9.2,2.3,3.1,3.72,Yes,Offline,Poor,Good,No,3,High,3.0,87.01,Baik (75-90),2-4 jam,>90%,Rendah (1-3)
19,Female,5.28,80.4,6.6,4.0,6.0,2.93,No,Offline,Average,Good,Yes,2,Middle,5.3,84.06,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
19,Female,7.68,58.6,7.2,7.7,3.2,3.04,No,Hybrid,Average,Excellent,Yes,2,Middle,6.3,89.94,Baik (75-90),6-8 jam,<60%,Sangat Tinggi (7-10)
24,Female,4.14,91.1,7.7,2.5,2.2,3.59,No,Online,Average,Average,No,1,High,4.2,99.35,Sangat Baik (>90),4-6 jam,>90%,Rendah (1-3)
22,Female,4.14,99.9,8.7,7.4,3.3,2.99,No,Hybrid,Average,Good,Yes,3,High,1.0,99.43,Sangat Baik (>90),4-6 jam,>90%,Sangat Tinggi (7-10)
23,Male,1.42,78.7,6.8,6.5,0.7,2.67,Yes,Offline,Poor,Good,No,0,Low,6.5,37.91,Kurang (<60),0-2 jam,70-80%,Tinggi (5-7)
20,Female,1.82,72.7,3.7,8.7,1.9,3.37,No,Offline,Average,Good,Yes,1,Middle,6.6,51.06,Kurang (<60),0-2 jam,70-80%,Sangat Tinggi (7-10)
22,Male,4.25,91.1,8.5,7.1,4.4,3.23,No,Offline,Good,Excellent,Yes,2,Middle,2.3,82.49,Baik (75-90),4-6 jam,>90%,Sangat Tinggi (7-10)
18,Female,4.73,89.1,6.5,4.9,1.1,3.03,Yes,Offline,Average,Poor,No,3,Low,3.7,95.87,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
24,Male,6.11,57.2,5.8,7.7,7.2,2.63,Yes,Online,Poor,Average,No,1,Low,7.2,52.21,Kurang (<60),6-8 jam,<60%,Sangat Tinggi (7-10)
22,Female,6.65,78.5,7.8,2.9,2.7,2.58,Yes,Online,Poor,Good,No,0,Middle,5.9,93.19,Sangat Baik (>90),6-8 jam,70-80%,Rendah (1-3)
24,Female,8.72,81.9,5.0,4.5,5.4,3.57,No,Offline,Average,Average,Yes,2,Middle,6.1,99.39,Sangat Baik (>90),> 8 jam,80-90%,Sedang (3-5)
19,Male,6.33,64.4,6.7,7.3,2.3,3.4,No,Offline,Poor,Excellent,No,0,High,3.0,78.58,Baik (75-90),6-8 jam,60-70%,Sangat Tinggi (7-10)
20,Male,10.56,76.6,6.8,5.2,5.7,3.21,No,Offline,Average,Good,No,2,Low,3.7,91.44,Sangat Baik (>90),> 8 jam,70-80%,Tinggi (5-7)
18,Female,6.45,69.8,7.7,1.0,0.6,3.61,No,Hybrid,Average,Good,No,2,High,3.9,89.65,Baik (75-90),6-8 jam,60-70%,Rendah (1-3)
19,Female,7.58,78.7,6.2,7.6,5.2,2.87,No,Offline,Average,Excellent,No,3,High,3.1,87.35,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
23,Male,3.47,89.6,5.5,4.6,5.9,3.13,No,Offline,Average,Good,No,2,Middle,5.0,77.4,Baik (75-90),2-4 jam,80-90%,Sedang (3-5)
17,Female,5.88,94.4,5.7,5.9,5.0,2.82,No,Hybrid,Good,Good,Yes,1,Middle,4.0,88.91,Baik (75-90),4-6 jam,>90%,Tinggi (5-7)
21,Male,6.85,78.0,7.1,8.6,4.4,3.01,No,Hybrid,Poor,Poor,Yes,3,Middle,5.5,81.61,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
18,Male,6.84,79.1,5.5,5.7,5.9,2.73,No,Offline,Average,Average,No,2,Middle,6.1,89.5,Baik (75-90),6-8 jam,70-80%,Tinggi (5-7)
20,Male,4.17,71.3,7.1,7.7,4.9,3.81,Yes,Offline,Poor,Average,No,0,Middle,5.8,66.13,Cukup (60-75),4-6 jam,70-80%,Sangat Tinggi (7-10)
24,Male,4.94,76.9,8.4,5.6,6.4,2.79,No,Offline,Poor,Good,No,2,Middle,4.4,72.57,Cukup (60-75),4-6 jam,70-80%,Tinggi (5-7)
22,Female,2.62,96.1,6.7,2.2,4.7,3.57,Yes,Hybrid,Good,Good,Yes,4,High,2.2,93.58,Sangat Baik (>90),2-4 jam,>90%,Rendah (1-3)
22,Male,3.01,66.3,5.4,5.8,3.1,3.23,No,Offline,Good,Good,Yes,2,Middle,6.1,78.7,Baik (75-90),2-4 jam,60-70%,Tinggi (5-7)
18,Female,6.87,73.3,8.8,7.3,3.2,2.48,Yes,Offline,Average,Average,No,5,High,4.3,93.83,Sangat Baik (>90),6-8 jam,70-80%,Sangat Tinggi (7-10)
23,Male,5.5,77.8,10.0,4.6,4.4,3.01,No,Offline,Average,Excellent,Yes,2,Middle,3.4,94.84,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
20,Female,6.38,84.6,8.1,4.1,3.3,2.53,Yes,Hybrid,Average,Poor,No,1,Low,6.4,89.78,Baik (75-90),6-8 jam,80-90%,Sedang (3-5)
18,Male,6.15,69.5,9.4,6.8,4.5,3.36,Yes,Online,Good,Excellent,Yes,2,Middle,3.3,96.48,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
20,Female,5.88,89.8,5.8,1.0,3.5,3.4,Yes,Hybrid,Average,Good,No,4,Middle,1.3,92.54,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
22,Female,6.58,84.3,6.9,9.4,1.6,3.52,Yes,Hybrid,Average,Good,Yes,1,Middle,4.0,96.47,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
19,Male,5.16,75.5,6.1,2.6,3.5,3.06,Yes,Offline,Poor,Average,No,4,Low,2.1,91.55,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
23,Female,1.93,83.6,8.6,6.4,4.5,3.2,No,Offline,Poor,Excellent,No,0,Low,5.0,80.44,Baik (75-90),0-2 jam,80-90%,Tinggi (5-7)
17,Male,7.45,95.0,5.0,6.2,3.2,2.95,Yes,Hybrid,Good,Average,No,2,High,6.2,86.57,Baik (75-90),6-8 jam,>90%,Tinggi (5-7)
19,Male,3.62,69.8,7.7,6.3,2.8,2.78,Yes,Hybrid,Average,Good,Yes,1,Low,3.0,67.01,Cukup (60-75),2-4 jam,60-70%,Tinggi (5-7)
17,Male,6.78,77.4,5.3,9.8,4.9,3.48,Yes,Hybrid,Poor,Excellent,Yes,1,High,3.0,84.96,Baik (75-90),6-8 jam,70-80%,Sangat Tinggi (7-10)
22,Male,6.06,85.6,6.4,4.1,2.7,2.93,Yes,Online,Good,Excellent,No,2,Middle,5.0,94.55,Sangat Baik (>90),6-8 jam,80-90%,Sedang (3-5)
24,Male,5.75,80.8,7.2,7.2,7.2,3.33,Yes,Offline,Good,Good,Yes,3,High,3.2,90.59,Sangat Baik (>90),4-6 jam,80-90%,Sangat Tinggi (7-10)
23,Male,5.33,69.1,6.7,5.8,6.1,3.83,Yes,Offline,Good,Excellent,Yes,3,Low,4.8,88.01,Baik (75-90),4-6 jam,60-70%,Tinggi (5-7)
19,Male,5.56,75.6,7.0,6.0,6.1,2.19,No,Offline,Good,Good,No,0,High,5.4,78.02,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
19,Male,5.41,92.2,7.3,7.9,4.9,2.41,No,Online,Average,Average,No,2,Low,5.6,86.4,Baik (75-90),4-6 jam,>90%,Sangat Tinggi (7-10)
18,Female,5.06,81.6,8.3,4.6,6.0,3.03,Yes,Online,Average,Good,Yes,1,Low,4.4,69.69,Cukup (60-75),4-6 jam,80-90%,Sedang (3-5)
21,Female,4.79,75.1,6.6,4.0,1.9,2.95,No,Offline,Average,Average,Yes,2,Low,1.0,92.72,Sangat Baik (>90),4-6 jam,70-80%,Sedang (3-5)
22,Male,5.59,74.5,7.6,3.7,3.9,3.74,No,Offline,Average,Average,No,2,Low,4.7,88.22,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
20,Male,6.17,72.4,6.6,4.7,4.7,2.67,Yes,Offline,Average,Good,No,0,Middle,2.3,80.23,Baik (75-90),6-8 jam,70-80%,Sedang (3-5)
22,Male,4.2,70.0,8.9,2.2,3.7,2.93,No,Hybrid,Average,Good,Yes,4,High,5.3,91.24,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
20,Female,5.48,93.7,6.8,2.1,5.4,2.43,Yes,Offline,Average,Poor,Yes,3,Middle,3.7,94.23,Sangat Baik (>90),4-6 jam,>90%,Rendah (1-3)
23,Female,2.46,77.1,6.8,5.5,4.3,3.32,No,Offline,Poor,Excellent,No,1,Middle,5.3,64.1,Cukup (60-75),2-4 jam,70-80%,Tinggi (5-7)
20,Male,3.46,90.0,6.9,6.2,2.1,2.53,No,Hybrid,Average,Average,Yes,1,High,6.2,73.05,Cukup (60-75),2-4 jam,>90%,Tinggi (5-7)
24,Male,1.72,78.4,7.5,5.1,3.4,2.12,No,Online,Average,Excellent,No,0,High,3.2,62.8,Cukup (60-75),0-2 jam,70-80%,Tinggi (5-7)
17,Male,4.5,85.4,8.2,4.6,7.1,2.97,No,Online,Good,Excellent,No,0,Low,3.5,92.47,Sangat Baik (>90),4-6 jam,80-90%,Sedang (3-5)
20,Male,5.73,82.1,7.5,2.7,3.5,3.12,No,Offline,Poor,Excellent,No,3,Low,4.4,94.39,Sangat Baik (>90),4-6 jam,80-90%,Rendah (1-3)
20,Female,6.34,88.6,7.1,5.5,5.2,3.68,No,Offline,Poor,Excellent,No,3,Low,3.9,97.41,Sangat Baik (>90),6-8 jam,80-90%,Tinggi (5-7)
18,Female,2.44,96.7,5.9,5.1,5.4,2.34,Yes,Offline,Average,Average,Yes,1,Middle,4.7,68.28,Cukup (60-75),2-4 jam,>90%,Tinggi (5-7)
19,Male,6.56,81.2,7.0,8.3,3.0,2.9,No,Offline,Good,Good,Yes,2,Middle,3.0,94.69,Sangat Baik (>90),6-8 jam,80-90%,Sangat Tinggi (7-10)
22,Female,3.05,66.1,8.9,6.4,5.9,3.02,No,Offline,Poor,Average,No,1,Middle,7.9,65.82,Cukup (60-75),2-4 jam,60-70%,Tinggi (5-7)
22,Male,4.23,86.0,7.1,3.3,3.6,3.45,Yes,Hybrid,Average,Average,No,1,Middle,5.6,87.27,Baik (75-90),4-6 jam,80-90%,Sedang (3-5)
23,Male,4.05,98.3,8.6,3.0,5.6,2.76,No,Online,Good,Good,Yes,1,Middle,3.3,85.91,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
23,Female,8.0,86.2,6.4,4.9,3.4,2.5,No,Hybrid,Average,Poor,Yes,2,Middle,5.6,96.63,Sangat Baik (>90),> 8 jam,80-90%,Sedang (3-5)
24,Female,5.34,78.6,8.2,7.4,5.3,4.0,No,Online,Average,Excellent,Yes,3,Middle,5.2,88.72,Baik (75-90),4-6 jam,70-80%,Sangat Tinggi (7-10)
20,Male,8.99,81.7,9.0,2.7,4.8,3.39,No,Offline,Average,Excellent,Yes,3,Low,4.6,91.85,Sangat Baik (>90),> 8 jam,80-90%,Rendah (1-3)
21,Male,6.88,62.5,7.0,6.6,3.6,3.28,Yes,Online,Good,Average,No,2,Middle,4.7,90.66,Sangat Baik (>90),6-8 jam,60-70%,Tinggi (5-7)
22,Female,4.53,71.5,5.5,2.2,4.4,2.4,Yes,Offline,Good,Good,No,1,Middle,2.3,89.18,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
23,Female,5.78,85.4,7.1,1.5,6.3,3.18,Yes,Online,Poor,Good,Yes,2,High,6.9,80.62,Baik (75-90),4-6 jam,80-90%,Rendah (1-3)
20,Male,7.59,94.9,6.8,4.2,5.2,3.58,No,Offline,Good,Excellent,Yes,4,High,5.7,85.87,Baik (75-90),6-8 jam,>90%,Sedang (3-5)
23,Male,3.37,97.7,4.8,2.9,3.5,3.61,Yes,Hybrid,Average,Good,Yes,1,High,3.8,98.51,Sangat Baik (>90),2-4 jam,>90%,Rendah (1-3)
24,Male,4.1,78.4,6.6,2.0,2.8,2.94,Yes,Online,Average,Average,Yes,3,Low,4.4,89.9,Baik (75-90),4-6 jam,70-80%,Rendah (1-3)
17,Female,4.95,74.5,6.2,6.1,3.4,2.55,No,Online,Good,Good,Yes,3,Low,4.6,78.56,Baik (75-90),4-6 jam,70-80%,Tinggi (5-7)
17,Female,4.41,71.0,8.5,1.0,5.3,3.55,No,Online,Average,Good,Yes,2,High,2.5,99.82,Sangat Baik (>90),4-6 jam,70-80%,Rendah (1-3)
23,Male,4.53,70.6,6.8,4.1,4.0,2.82,Yes,Offline,Good,Excellent,Yes,1,High,5.0,87.17,Baik (75-90),4-6 jam,70-80%,Sedang (3-5)
17,Female,8.25,73.6,8.4,5.8,4.4,2.86,No,Hybrid,Average,Average,No,2,High,3.1,85.86,Baik (75-90),> 8 jam,70-80%,Tinggi (5-7)
23,Female,5.31,67.0,6.5,7.2,2.7,2.21,Yes,Offline,Poor,Poor,No,1,Middle,6.6,54.8,Kurang (<60),4-6 jam,60-70%,Sangat Tinggi (7-10)
20,Male,4.42,91.7,7.2,4.5,6.4,3.45,No,Offline,Average,Excellent,Yes,2,Middle,4.8,80.3,Baik (75-90),4-6 jam,>90%,Sedang (3-5)
